code,sample,dream
"
#0176",hall_female,"I dreamed that I was driving along the street and the traffic was very heavy. There was a woman who was swinging from one lane of traffic into another. My roommate was with me. She is a school teacher, 23, I commented to her about this stupid driver, alongside of us at the present time. Although the windows of my car were closed, the woman heard me and looked at me as though she was quite insulted. After she had looked at me in this manner, she turned her car directly toward me and drove right into my car. The woman driving the other car seemed to be about 40 years old"
"
#0179",hall_female,"I was in our cellar at home with a former instructor. We were debating about what would be the best procedure to go about getting a stuffed water drain cleaned. I was sitting on the washing machine in my nurse's uniform smoking, and she was on her hands and knees inspecting the drain. After a few minutes my father walked into the room and I introduced him to my former instructor. He was very rude when she asked him if he would get the drain cleaned. I stood next to her and whispered to my father that he should be nicer. The instructor in this dream appeared actually as she is, and she is about 35 years of age"
"
#0188",hall_female,"I dreamt I was in an 8 o'clock class with a girl who eats in our dining room, but is not in any of my classes. When I walked in, she was sitting there looking very tired. Her face was chapped, her eyes were red, and her hair was very straight and stringy. A very old lady whom I can't place, but seemed to know, had at the time come in and placed her hand on this girl's shoulder. How are you feeling, Pat? she asked. Pat replied that she was very tired. The lady asked her if it was a boy or a girl. She said it's a baby girl, but I just couldn't see missing my 8 o'clock class"
"
#0190",hall_female,"I dreamed that I was a small child, staying at the home of an aged lady. She kept insisting that I go upstairs to see her beautiful daughter, which I finally did. I opened the door and she was lying on the bed--dead. I did not walk over to her, I just knew she was dead. I came back downstairs and couldn't bring myself to tell the old lady that she was dead. I knew we were having company and I was worried that they would come soon. A large group of people walked through the front door and upstairs without knocking. I knew they would find the dead girl. I stood down at the foot of the stairs and heard much talking upstairs. I ran out of the front door and down the street"
"
#0195",hall_female,"I was to leave for California the next afternoon early. School was still in session and I planned to attend the classes all day, but soon realized that it would be impossible. I found it hard to convince myself that it wouldn't make any difference. I was not packed, and mother was to help by getting breakfast for me, but she didn't, and I couldn't find any clothes to take. Finally I packed my winter bathrobe and that's about all. I was to fly, a fact which has been a source of fear in other dreams, but was not too important except that I remember saying, ""Everything here is finished anyway. I've started nothing new."" My sister and a girlfriend were going too, but the arrangements were vague. I was to fly alone"
"
#0199",hall_female,"I had just returned from a vacation or somewhere to my classes at Cleveland Heights High. I was taking over my first gym class as a student leader or gym cadet as they are called. I did not know any of the other cadets because I had been gone so long. They were all strangers and regarded me with great curiosity because I was so much older than they. I did not know the gym teacher either and they seemed unwilling to allow me to conduct a class. When they finally consented, I had great difficulty in leading the girls because they did not respect my authority. I left the class as soon as I could and went to the dressing room feeling very depressed"
"
#0206",hall_female,"For a little while I was walking up a sidewalk on a road that needed mending. I remember climbing over piles of dirt and rocks. Then I was riding in a car with two boys, Leonard and John, with me in between. We were riding up a street lined by 2-story buildings. The outside wall of all the top stories was colored a brilliant deep sky blue. The sun was shining. The sky turned exactly the same deep shade of blue as the buildings so that there was blue, blue, blue all over. It was so bright and lovely that I almost cried. Next I was in a new, modern apartment on the first floor up on a hill. It had big light window sand pink decorations. When I walked in, I said, ""This needs just a touch of blue."" Then I looked around and saw at some of the little windows, flower vases, pillows, were blue. Outside was a porch, and below was a big tennis court for all the kids to play on. My brother was down there. At the time it was getting dark at twilight and I could see tiny lights in the distance"
"
#0209",hall_female,"There was much more to the dream than this, but I can't remember it. I dreamed that I was supposed to go out with a boy on Saturday. I'm not sure which boy it was, but it was one of two that I date now. Then another boy named Victor asked me out for Saturday. (Victor is the first boy I ever went with. We broke up several years ago, but there has been attraction on both our parts ever since. I still like him, but he goes out with a good friend of mine. Since we understand each other, he periodically comes and tells me all his troubles.) When in the dream he asked me out, I knew that I already had a date, but I said okay, I would see him Saturday. He grinned, looking as if he knew about my other date, and left"
"
#0213",hall_female,"I dreamt that I was crossing the street toward 107th Street by the Elysium Auto Sales when I heard some people in a car plotting a murder. Somehow I seemed to keep going back and forth across the street without seeming to be detected, and thus hearing the whole plot. A man who was a gangster was going to murder his mother-in-law. The only motive for this crime seemed to be that she had bought a hat that was too small for her. This gangster later found out that I heard the plot and was going to try to catch me. There was a man at the Elysium Auto Sales who was going to help me from being caught, however. The murderer's gang had come to the building where I was in a car. When I got in the car, it seemed to be enclosed; there was another car in front of it and the wall of the building in the back. When I did try to go, I seemed to go backwards. As the car seemed to start its slow backward motion, the dream ended"
"
#0227",hall_female,"I dreamt that I was in a large auditorium where a large crowd was seated. Many of the women carried hand-made white cardboard lambs. We were waiting for a famous movie actor to make his appearance. A man came on the stage, and said there was an accident. A girl who danced had to be substituted for the injured actor. My mother and I had to leave early because I had to go to the dentist. When we arrived, we found that the building was being torn down. The dentist was dressed in dirty overalls, but he put on a white doctor's gown over the overalls and began to work on my teeth"
"
#0229",hall_female,"I dreamt that I was invited to a large party held by a group of sororities. The one sorority that I seemed to be most interested in had chartered a bus. Several of the girls had dates. I did not, but the boy with whom I had gone to the stunt night dance was sitting in the seat behind me holding hands with a woman almost twice his age, and presently we turned around and began talking to the boy with whom I had gone and the woman. We talked of generalities, such as the weather, etc. Finally the ride seemed to be over for everyone left the bus. All the while, however, I was not conscious that the bus had been moving. We went into a large building in which each sorority had its own particular room. To get to the room of the sorority I was with, we had to go through the room of another sorority which I disliked intensely. But the room was empty and we went through into our own room"
"
#0232",hall_female,"My sister (16) and I seemed to be down by the lake and going to go in swimming. The water was beautiful and quite shallow in some spots, shallow enough that you could see green grass growing up from the bottom and out through the water. I felt that I needed exercise badly and I really wanted to go swimming on account of this. It seems that Miss Andreas of the gym department and some other gym faculty were there, but I don't remember them too clearly. Well, I was quite fearful of the snakes and other water creatures that might be hovering around in the shallow water, but I went in anyway and was very glad I did because the water felt nice. I woke up then"
"
#0238",hall_female,"I was in my bedroom and the window opened and a baseball player came in. He smiled and said he was looking for something. I asked him who he was and his answer was ""a Cleveland Indian"" and I was impressed. Then a crowd of the dorm kids came in and I told them, and they smiled and said he wasn't. He carried an aluminum rod which I supposed to be a bat. Then he leaped out of the window onto a tremendous ball field and suddenly there were hundreds and hundreds of people and they were all stampeding somewhere, while many others were playing baseball. I laughed because suddenly I saw that the Cleveland Indian wasn't one at all and he laughed too. I don't know why. He was medium height with black hair and very brown eyes. I know I'd seen him before. The people were running, very happily--it was some sort of a game. It bewildered me, but didn't too much faze me"
"
#0263",hall_female,"I dreamed that my sister, Martha, my mother and a friend of my sisters were in our kitchen at home. Mother seemed to be cooking on the stove. My sister, her friend and I lounged about talking. Suddenly the back door opened and my father lurched in drunk. I was faintly ashamed that Martha's friend should see him in such a condition. He seemed to have brought with him a florist's box which he laid on the kitchen table (it had a cover on it of red and white checks). It was for me and contained a beautiful orchid. A boy I date at school who lives out of town had sent it to me. Also in the box was a long rambling incoherent letter which seemed to be a declaration of love. I was overjoyed as it proved to me that even though we were separated, he had thought of me."
"
#0264",hall_female,"I dreamed that I was sitting in the back room of Moe's, a well known college beer joint and one I know fairly well. The back room looked a little different. I can only explain that it seemed to be turned around. I knew however that it was Moe's. It was a very colorful scene, looking rather like a Hollywood version of a dive. There were bluish clouds of smoke, people were dressed in colorful clothes. The scarred tables and chairs were the same as they really are. I was happy because I was in a place I knew well and was fond of. I decided that I would have a beer and called to Al, the bartender, to bring me one. He refused to do so. I couldn't understand this but I didn't feel that I should make a fuss. I felt rather inferior because while I was sitting with people I knew who were very friendly to me, I lacked an escort. Here the dream ended."
"
#0265",hall_female,"I dreamed that I was in a classroom about to take an examination. The test was handed out on white printed folded sheets. I unfolded mine and read the single question printed there. I read: trace the importance of erasers on the control of audio-sound frequencies. With a sinking feeling I realized that I knew absolutely nothing about the subject. I seized my pencil with determination and began to do what so many students try to do on exams--bull around, as it's known. I recall writing authoritatively (hoping I could fool the professor). ""It will readily be seen by any intelligent person that erasers are of the most extreme importance, etc."" I was quite worried that I would be seen through and receive a low grade"
"
#0267",hall_female,"The dream took place in a hotel where I was staying. There was a lot of confusion and noise. Everyone around seemed to be happy and festive. There were a lot of young people there. I was discussing things of interest with them. Then I was in another room. And in this room, in the bathroom, next to the bathtub, was a huge chair set up high. The chair itself was yellow leather and it was braced with large pieces of wood and made to look like a throne. The bottom of it was decorated in white tile, as was the bathroom. Then I noticed that draped here and there were rhinestone bracelets and necklaces; and gold belts with pseudo-jewels in them. Later I learned that this throne was used as a prop for the stage play of Macbeth. The person to whom it belonged was a young man about 27 years of age. He had dark hair. Someone was asking him how he got so many people to give up their rhinestone necklaces, bracelets and gold belts permanently for the construction of this throne. This man kept saying that the people didn't mind at all. This seemed to cause an argument between the two. Then I woke up."
"
#0269",hall_female,I was in a strange house in the town we lived in about 10 years ago. I was about the same age as I am now but it seemed that the time was about 8 years ago. My mother had decided to walk to the corner with the lady of this house who was about the same age as my mother. I said that I would take care of the children (who belonged to this lady) while they were gone. I watched them leave and a few minutes later there was a knock on the door. I thought as I answered it that I should look to see who it was before opening it. But I opened the door and there stood a big man. He was about 60 years of age and was unshaven with gray hair cut in a butch. He looked at me and smiled in a sort of fiendish way. Then he stroked the side of my face and said something I don't remember except that he called me dolly. It made me very angry and I could feel my heart pounding. Then he started to lunge at me and I ran. Pretty soon I found myself going down some back stairs outside the house and the man was gone. I felt weak from fright.
"
#0270",hall_female,"I was in the dormitory I lived in as a freshman in college. I was with two young men whom I knew. We were playing cards when we heard a lot of commotion in the halls. Then we heard police sirens in the distance. For no apparent reason we ran to escape the police. As we were making our way to the back fire escape, we heard someone say that there were three dead people in the ironing room. We stayed on the fire escape until the police left and then went in to look at these dead people. What I saw was not well defined. It just looked like a bunch of old dirty rags scattered about in heaps in the room. I was fully expecting to be horrified and felt much relieved when I could see nothing that resembled dead people. These young men were about the same age as I."
"
#0275",hall_female,"I dreamt that I was walking up a street and I met a friend of mine who was in her wedding dress. She was to be married that afternoon and she told me to come to the vacant lot where her friends were, as they wanted to see me. I said no, as I had not been asked to the wedding and felt self-conscious about being around there. However, next thing I knew I was there on some unknown porch, visiting with some old school-friends of mine. The girl whom I most wanted to see was not there, however. As the bride left for the church, she told me to come to the wedding, so I went home to get my husband, who said we shouldn't go. I woke up"
"
#0277",hall_female,"I was in a living room which was decorated in a very old-fashioned style. With me was one of my friends, a boy who is 21 years old and a senior at Reserve. We are very close friends, even though I am engaged. We were waiting for something and then an older woman came out. She was a secretary and told us that the judge would be with us very shortly. The judge came out and he was very jolly looking, had white hair and whiskers, a very large round belly, a veritable Santa Clause. He was clad in a wine colored satin dressing gown. He then proceeded to bawl out both me and my companion, although I do not know about what. Then his secretary came in and told the judge that his bath water was ready for him."
"
#0287",hall_female,"One of my best friends (f, 20) and I were in a classroom. The teacher was one (f, 50) we both had had in junior high school. We both disliked her. She taught sewing there. In the dream she was teaching typing. It was the first day of the semester. My friend had taken the second semester of the course the previous year, while I was new to the subject, not having taken any before. Therefore, my friend had the advantage of knowing the teacher's procedures etc. We were instructed to write a heading on the paper. I made a mistake and the teacher ridiculed me. On the board was a sample of the heading we were supposed to put on our paper. It was written partly in the handwriting of a grade school child and partly in an adult's handwriting. She instructed us to do more things (forgotten now--never remembered clearly) and I did not do them correctly."
"
#0292",hall_female,"I dreamed I was on a streetcar on Euclid Ave. The car was going towards the city. A boy I know got on the car with a dog. I knew he shouldn't have, but he said it would be all right. The conductor opened the doors at a stop and the dog jumped off and ran down the street. I was worried about the dog and this boy and I got off of the streetcar. We found the dog on the sidewalk outside of a store. I knew the dog was sick and dying. He appeared to be flat against the sidewalk. He was trying to move but he couldn't. I told the boy to get the dog to a doctor but he thought the dog was all right."
"
#0298",hall_female,"I dreamed that my 2 girl cousins, ages 11 and 15, who live in L.A.; my sisters, ages 11 and 17; and I, were standing in an apartment building somewhere in Cleveland ringing my grandparents' door bell. (My grandfather passed away a year ago, and my grandmother lives in Los Angeles.) My grandparents were supposed to take us on a picnic but no one answered the bell. So my cousins, my sisters, and I got on a streetcar and on the streetcar we met our grandparents. My grandfather told us that they had had to leave Cleveland suddenly to go to Los Angeles because my grandmother's sister had died. I remember him saying ""Can you imagine that?"" and I felt surprised that he had said that because I knew that my grandparents and my grandmother's sister had never gotten along. Then my grandparents began to playfully argue and everyone on the streetcar laughed. I woke up and, when I did, I felt happy and satisfied because I had seen my grandfather so clearly."
"
#0299",hall_female,"First I found myself sitting inside a movie theater dressed in a formal gown and my date (whose name I cannot recall) was sitting next to me. Then I found myself on Cedar and Lee Rd. walking with a person, but this person kept changing; first it was one of my girlfriends and then it ended up to be my sister who is 17 years old. Then 2 men began following us (one man I have never seen before; the other one lives in my neighborhood and acts strangely.) I felt horrified that the men would catch us, but the bus stopped for us and we got on safely."
"
#0303",hall_female,It seems I was in some small office. I know I was working there but I don't know exactly what were my duties. I know that there were several other people in the office. After a while we all got tired of working and the boss decided we go out for some coffee. There were enough men in the office for the girls and all of the girls went out of the office with a boy. I know that this place was either in France or in an export house in the U.S. where they spoke French because I was aware that they were speaking French. The other people in the office were the same age as I.
"
#0310",hall_female,"I was a ballerina; wearing a frilly pink dancing dress. I was dancing in, supposedly, Reserve's new student union. There were lots of kids standing around the grill and at the booths. None I recognized however. At the top of a double stairs stood Bill, an old boyfriend wearing a black overcoat, which had the collar pulled up around the neck. I was trying to impress him with my dancing. Everyone else smiled and commented how nice I looked and how well I was doing, while Bill merely glared down at me. Then I whirled around the other direction and two men were sitting on a marble bench and doors shut behind me to separate me from my friends in the other room. I danced before these two, didn't recognize either one, then one of them came over, grabbed my arm and said, marry me, and suddenly his face cleared up and he was a fraternity brother of Mac's whose name I don't even know. I felt very badly because I knew the man was married."
"
#0314",hall_female,"I am walking along a river which is more likely to be a canal, with trees on both sides and high grass, fresh and green, full of pink and red flowers. Everything is calm and so peaceful that one does feel like laying down and daydreaming. But I go on with the idea that I have to take a steamer which must be anchored here, some place, and that I cannot find. I am looking for it, but I am not too eager to find it; everything around me is so nice and appealing and makes me feel like staying. I have the impression of being really alone, but I am not concerned about it. On the contrary, I feel very much relieved to have nobody to push me around. Just something very softly in me makes me walk toward that boat which is going to take me home."
"
#0316",hall_female,"This dream was completely confusing and uncorrelated. Only a few of the details stand out in my mind, while the others remain obscure. I recall being in Saks 34 St., a department store in N.Y.C., with a few friends of mind. We were all trying on dresses when suddenly we heard an explosion coming from the distance. At this point my dream began to wander between two definite themes--one having to do with something concerning the United Nations building and another having to do with a boat smuggling dope in N.Y. harbor. I don't recall any of the details, except that it was a Coast Guard boat firing on the boat with the dope, which seemed to cause the explosion, but where the various details met I cannot seem to remember."
"
#0320",hall_female,"I dreamt that I had become pregnant, although I wasn't married. Obviously I had had sexual intercourse (with my boyfriend, TG) although I can't recall experiencing the act in my dream. By the time I realized I was pregnant I was in my second month. I was not in the least bit worried or frightened but even happy, and I told my parents (mother, 45; father, 49) about it. They weren't at all concerned or ashamed of the fact and told me to ask TG to marry me. When I told him he said he couldn't until he finished scratching his uncle IG's back. There was no reason why he should have been scratching it, but he was. I became very angry and spoke to his parents (mother, 52; father 55). His mother told me how unjust that was and said she would speak to him. I also told his father and he became so angry at TG that he began to beat him up. At that point my dream ended, and I was in the stage between being awake and asleep; but I was acutely aware of the fact that I was very married and when I finally awoke completely I was in a cold sweat."
"
#0322",hall_female,"I had gone down to the Schofield Bldg. Used to work there. Had stopped in to see my old boss and found out that the girl who had taken my place had left. They wanted me to come back to work and I couldn't give them any definite answer inasmuch as I was, or am, presently working. The bookkeeper was there, though she had changed quite a bit. She had now become quite gray, was wearing black and looked very old. I felt a little guilty for not going to work there. While I was there I noticed a number of applicants, all of whom were elderly women and all of whom were wearing black. I left there and went to my job. When I got there I found Bess, the bookkeeper from my former job, now working on my books. She told me she had quit and was now working for my boss. I then thought that this was a good idea as Bess was an accountant and, with her ability, deserved a better job than the one she had."
"
#0330",hall_female,"A young couple, friends of mine, were getting married. (I recognize neither of them.) After the wedding, they were fooling around downstairs, with a whole gang of kids surrounding them. Some girl piped up with a cute crack and the groom said: see, I told you what a doll she is (referring to the bride). Later on, they went to bed in my brother's bedroom. Mother suggested various things she ought to do for them. I said she should just leave them alone. She said she had taken care of many couples in that room, and she knew what was best. I still insisted she should just let them alone."
"
#0331",hall_female,"I was lying half in my bed which is beside a window and half out on a ledge which seemed to be attached to the window sill. N, a friend my own age, came into the room and stood beside the bed. A black cat appeared on the ledge and I screamed at N to take the cat away, as I dislike them intensely. She picked the cat up and was holding it. I said to be sure not to let it loose in my room. She smiled and dropped the cat, which ran out of the room. A spotted cat appeared on the floor and I screamed again. The cat jumped onto the ledge which was 3 stories up from the ground. I wanted to push the cat off but was afraid to touch it. N. just stood there and watched me. The black cat came back into the room, jumped from the bed to the ledge and touched my leg. By this time I seemed to be having a mild case of hysteria."
"
#0334",hall_female,I was in the basement of a house which was filled with water. I kept swimming back and forth from one end of the house to the other. I thought I was alone until I heard a loud splash. I turned and saw Mr. B. (a married man who lived next door to my family over 5 years ago and I used to baby sit with his daughter.) He swam over to me and I realized that he was naked. I was also but it didn't seem to be wrong. We swam about together and eventually he kissed me and later we had intercourse under the water. I asked him where his wife was and he said she would be down soon. She did come down very soon and saw us together. This did not shock or even surprise her. I kept swimming back and forth until I was very tired.
"
#0338",hall_female,"I was driving home from the show alone, and I was at Richmond and Mayfield or somewhere when I got lost and ran out of gas. I got out of the car and walked up the hill in the snow. Four little boys were playing where my glasses had fallen off so I went back to pick them up. But the smallest boy had [them] and wouldn't give them to me unless I gave him a dime. Then he dropped them and both frames and lenses broke. I couldn't drive without them so I was very angry and made him give me his name and address so I could send his mother the bill (the name was Asa something!). I went home for my streetcar pass so I could go back and get the car. It was cold and night time and I was dead tired and my father couldn't drive me there because his car was broken. It was about dawn when I went outside. In front of our house was a car with a boy I know in it with his three roommates sleeping. I woke them up and the boy held out my car key to me. I don't know why this was so wonderful but I didn't have to go back for my car. There was snow on the ground too."
"
#0339",hall_female,"I dreamt I had a date with my ex-husband. Before the movie we met at a drugstore lunch counter and had bacon, lettuce, tomato sandwiches. While we were sitting there, he started a quarrel about something I can't remember but I know it was petty. Then he walked out. So I bought a box of popcorn and went to the movie alone. It was a downtown theater and an usher seated me as if the seats were reserved. The movie ""Hansel and Gretal"" was playing. At the back of the show were tables, as if it were a first-class restaurant, so I went back there to sit with my younger sister (20) and my older married sister (26). The waiter helped me off with my coat and I sat with them but we didn't order anything to eat. I remember that it was snowing and slushy outside and we all wore boots. The alarm woke me before the movie started but I vaguely recall that it had suddenly turned to summer and we were out on a terrace."
"
#0340",hall_female,"My parents took in a male boarder, and we were attracted to each other, although we never said anything. We just exchanged glances. Then we had to move and I would have to transfer colleges or board at school which I didn't like. We were going to move to Willoughby, I believe. We went to look for a house and found one on the next street. It was pink and cost $75.00 a month for rent. We went to look at it and liked the big backyard. When we came back to our house, my father was sitting on the porch talking to 2 elderly men. It was summertime. I remember realizing that my father was getting old because he never takes time out to relax long enough to sit on the porch. It made me a little sad. But I was glad we had found a house here so I wouldn't have to transfer schools."
"
#0355",hall_female,"Mother and I were driving along the street when I saw the mother of a girl I knew from high school who had just been married. We stopped to talk to her when the girl whom had just been married the day before came toward us. I wanted to talk to her. She came towards us backwards and when she turned to face us, she was a heavy Negro girl. I stared at her for a minute. I said, ""I hope you got through it alright,"" meaning the wedding ceremony, but my mother and the girl's mother thought I meant something dirty. I tried to convince them that I hadn't meant anything obscene, but neither would believe me. I felt terrible"
"
#0356",hall_female,"A girl in a pair of pants and bra only was standing on the stairs. I identified the girl as one in my dorm. Her legs were very tan and long and more thin than any I have ever seen. It seems my boyfriend was looking in and admiring her and stroked her leg once. I was somewhat jealous, but I tried not to appear so. I don't remember for sure, but it seems that I dismissed Helen, whose legs are not like that, by saying, ""That's all,"" as though she were a model or something. There was no rancor in my tone, only command"
"
#0357",hall_female,"I dreamt I was supposed to go fishing on a fairly big boat. I was near the sea and it seemed evening since the sky was so overcast. It seemed that this expedition was part of a class requirement in which the majority were males--something at that. They were waiting for me and I was trying to get a fishing rod. I called to them to help me if they were in such a hurry, but they wouldn't, so I started picking out and untangling a line I found there in the sand, thinking to drop it in and hold it wound on a stick. They said it would be fine. Then my mother came and said it was so squally that she didn't think she'd go and I thought about it and decided I wouldn't either, so I told them to go ahead and leave. Then later someone came to my house and seemed quite distraught. The ship had gone down and she was grieving for her son. I had been in bed, but got up and began putting on my clothes to go and look for him. I had the feeling, however, that he was dead. I also felt glad that I hadn't gone on the trip. I also felt that his arm was off"
"
#0359",hall_female,"I was in a class being conducted in a damp, marshy wood. The professor was lecturing in front of this little cabin, but my seat was behind it, so I asked him if he minded my sitting in front so I could see, and he said that he did and said to me something about not enough seats, these all being taken and kids took the seats that I had thought I would take one of. Then I looked about for a place to sit and debated sitting on some wooden planks over some watery part, but decided it was to damp. Meanwhile, someone started to talk, seemed like gibberish or maybe she sang. The professor beckoned to me and I realized that he had made me a flat seat to sit on and had I sat down with it where I was, speaker and the prof. sat down on the grass. The seat he had made me was quite wide, so I moved over and invited him to sit next to me. Meanwhile the speaker went on. I was a little worried that the class might think I was brown-nosing, sitting next to the teacher, but I wasn't embarrassed. The dream ended"
"
#0377",hall_female,"I dreamt that I was sitting in Kulas with my father. There were 6 beautiful chandeliers on the ceiling. While we were sitting there, a bomb fell, but it didn't harm anything and the people continued to sit there and the program went on also. All of a sudden I decided to find my mother. I left my father and went near the back to sit with mother. I had just sat down when they called me up on the stage. They asked me to tap dance. I told them I couldn't dance, but I would sing for them. I started to sing and found myself in my own living room singing for my grandmother, mother and father"
"
#0382",hall_female,"I was swimming at a lake with some boy around 27 years of age. The lake itself was not familiar. It was one which had swamps on one side. It was nighttime and a full moon was shining. This boy and I went swimming. Suddenly a large muscular Negro man started chasing us. We swam towards the swamps, the man following. In the middle of the swamp was a house. We ran into it and hid upstairs. The man followed us there and entered the house. The dream ended. I have dreamt this dream 3 times -not in successive nights"
"
#0386",hall_female,"The boy I used to go with, but hadn't seen for quite a while called up--wanted a date. He lived quite far away, so I said he could stay our place that night, but forgot to ask my mother if he could stay. He came--drove a red convertible--and we three went out together. Mother rode in front with him. I rode in the back. Found out he had just gotten out of the hospital. For some reason he kept scratching his head and asked me for a Kleenex so I thought he had had a head operation. Then I just forgot he was even there as I talked to mother and tried to convince her that he should stay at our place. When I finished, I suddenly realized he was there and I was very embarrassed, as was he"
"
#0388",hall_female,"We were going to a big family get together--when we got there everyone was going to various formals and strangely enough, we were all dressed for it. My mother was in a very short fantastic formal. My sister and some of the younger folks were going, but I didn't have a date--though I didn't want to go, they made me come along too. We drove to one fellow's house to see if he would go. It was then 4:00. He came out without tie, hair and clothes all mussed up. I made him go back in and change, then we left for the formal. At one time he asked me what kind of drink I could afford and I told him none. I didn't drink"
"
#0398",hall_female,"Several people were telling me of somebody's death. Evidently he had been killed in an automobile crash. Everybody in my group, consisting of B-W students, seemed to know this fellow. He evidently had been a student here, but I couldn't quite catch the name. The next week I discovered it was Jack Obert. He was pinned to a sorority sister of mine, but she didn't seem to be affected. I remember going by the Lambda Chi house and I wondered why they didn't have a black wreath on the door. In what seemed to be the next week in the dream, I learned some of the details of the crash such as it happened in Euclid and a truck crashed into a car in which Jack had been a passenger"
"
#0399",hall_female,"My father and mother had become parents of a baby boy. I went to see him at the hospital and he was absolutely the smallest baby I'd ever seen. It seems my mother was my father's third wife. I was the daughter of his 1st wife and my younger sister was the daughter of his 2nd wife. However, the 3rd wife in the dream had the appearance of my real mother. My dad was very happy because it was a boy. Suddenly the happy father was my husband and he said, ""I knew you'd come through."" It seems that I was the mother"
"
#0403",hall_female,"It was 10:20 at night and I had forgotten my biology book over in the boiler room. Lights are out in our dorm at 10:30 and I had to get permission from our house director to go over to get it. It was real dark in the boiler room and I couldn't find my books. I looked and looked and finally went to the third floor to look for them. It was still dark--but a little lighter. Then I saw a bunch of kids from home. I talked to all of them at first. Then I was talking to this guy who I used to go with. We talked and then argued and then laughed. Then he crawled out the window and I had a party with the other kids. But I was unhappy because this guy left and I didn't have my biology studied for the test. I was also worried because I was going to be campused because I didn't go straight back to the dorm. When I went back, Mrs. Sanky, our house mother, hollered and campused me"
"
#0404",hall_female,"The B-W bus was on its way to our back to the B-W on Parade program. They (the bus) kept swinging back and forth. Then it gained speed and went very fast. The kids in the bus were laughing and crying. I could see my roommate in one of the windows and she was crying and crying. I knew she was unhappy, but I didn't know why. Then somebody, it was a man, sneaked out to the middle of the road and put down a big log in front of the bus. Then a train came along and hit the bus too. Kids went flying all over. I couldn't do a thing to help--couldn't stop the bus--the man--or the train. Then I couldn't find my roommate anywhere. I was very unhappy"
"
#0406",hall_female,"I was walking down a street with a group of boys and girls all my own age. In the distance I could see a building. This building was queerly shaped, the roof coming to a point. There was a garage attached to one side of it. I said that the building should be used for the rec hall because it was much nicer than the present rec hall. One of the boys in the crowd said that that was impossible because there wouldn't be a 50-foot clearance. I asked what a 50-foot clearance was needed for and he said because of playing basketball. I became rather confused since I knew they didn't play basketball in the rec hall"
"
#0408",hall_female,"I was coming home from college. I was rather peeved because I had to come home on the streetcar. It was Christmas time and I had a lot to bring home. The trouble was that I had so many small suitcases that I couldn't' keep count of them. I went to my grandmother's house because that is where we always have Christmas dinner. I felt hurt because when I got there, everyone was eating and no one had waited for me. After dinner I went into the bedroom and there was a large suitcase, big enough for all my stuff. I asked my aunt to whom the larger suitcase belonged, to please give me the suitcase, but she said no I couldn't have it"
"
#0416",hall_female,I was writing out invitations to a wedding when suddenly I seemed to be in the midst of a crowd of people who were celebrating something. It must have been my wedding because I wanted to open some gifts but someone stopped me saying that there would be time for that later. A gypsy came to the door and it developed she was Japanese and she seemed to be looking for someone. Then I was in an alley or basement or someplace small but dark. I saw two shadows on the wall and then just one. A woman was on the ground. She looked very still. This Japanese gypsy had hit her on the head. She was a very nice woman. She had done a ______ at the wedding and everyone liked her
"
#0418",hall_female,"After packing a suitcase to leave with my husband, we began driving on country roads among the hills. I remember particularly now how green and beautiful the hills were. We decided to stop and see a mine. My husband has been there before. It was a peanut mine! We walked down many stairs and could see miners going down another stairway. We finally came to an elevator. It was in the shape of the peanut man which is in advertisements so much. I was frightened to get in it, but my husband told me it was all right. I was to count to ten aloud so that he would know when to take the next elevator. I was terrified because I didn't know when to start counting"
"
#0423",hall_female,"I dreamed that was in typing class and the world's greatest typist (don't remember her name) was there and the kids in our typing class were trying to beat this famous typist. We all had three times to try and see if we could type faster than she could because there was a prize of $11,000 to the one who could beat her. No one could, but then on my last try I finally beat her by 1 stroke. Just as they were handing me the money, I woke up. What a disappointment because I never did get the money"
"
#0427",hall_female,"I was on the stage trying out for a part or I had the part. Many people were on the stage walking off and on. Confusion was present. Next I was in a room trying to find clothes to put on. I had one outfit on but found a brand new skirt so I put the new skirt on with a blouse. I had two sorority pins on. One was plain gold and the other had pearls. I asked a friend in the room if I cold wear them and she said yes, so everyone would know I was in a sorority. I then took off he plain pin, but kept the pearl pin on. At the end I was back on the stage with an audience, but not doing anything"
"
#0444",hall_female,"I had a dream about one of my girlfriends here at school. She was roller skating down a hill and couldn't stop when she came to the street and saw a car coming. The car hit her and knocked all her front teeth out. She had gold teeth put in to replace them. The next scene took place in MP's dining hall where she was waiting to eat dinner. She was all decked out in slinky clothes, including an inch of mascara and makeup and false eyelashes. Somehow her boyfriend was there too and when he saw her, he exclaimed over how terrible she looked and said he'd never go out with her again. All she could say was that she couldn't help it. The roller skates wouldn't stop"
"
#0446",hall_female,"This dream took place entirely in one room and instead of a so-called plot, I dreamed of the room itself. It was supposedly a double room in a dorm. It was a corner room and had two windows. The companion wallpaper was flowered and was brown in color. There were twin beds in the room with chenille bedspreads. There were to desks, one being black and two dressers. Two pictures of my roommate were hanging on the wall. The floor was completely covered with maroon carpeting. My roommate was standing in front of the closet between the beds, and I was standing at the door leading into the hall. We were attempting to decide how we should rearrange the rooms we wouldn't have to walk around the bed every time we went to the closet"
